Narrative,Regrets over past decision/s,Concerned about the meaning of life,Being lonely,Inability to express oneself,Fear of rejection,Trouble making decisions,Physical appearance,Not seeing people,Troubling thoughts about ones future,Not enough personal energy,Concerns about getting ahead,Fear of confrontation,Wasting time
"Today started like any other day, but as soon as I woke up, troubling thoughts about my future began to cloud my mind. The pressure of figuring out my career path and making the right decisions weighed heavily on me. Throughout the day, these nagging thoughts persisted, making it difficult to focus on my studies and enjoy the present moment. However, I reminded myself to take things one step at a time and trust that everything will fall into place eventually.",0,0,0,0,0,0,0,0,1,0,0,0,0
"Today was a typical day as an undergraduate student at DLSU, filled with the usual daily hassles. However, one thing that weighed heavily on my mind was troubling thoughts about my future. As I sat in class, I couldn't help but wonder if I was on the right path and if my chosen course would lead me to a fulfilling career. These thoughts lingered throughout the day, creating a sense of uncertainty and anxiety that I tried to push aside. Nonetheless, I reminded myself to stay focused and determined, knowing that with hard work and perseverance, I could overcome any challenges that may come my way.",0,0,0,0,0,0,0,0,1,0,0,0,0
"Today was a tough one. Waking up early for my morning classes, I felt drained and low on personal energy. Despite my best efforts to stay attentive, my mind wandered and I struggled to participate actively. By midday, exhaustion had taken its toll, making it difficult to concentrate on my assignments. Pushing through the day, I longed for a break to recharge. Hopefully, a good night's rest will rejuvenate me for tomorrow's challenges.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was such a struggle. Waking up early for class, I realized I had not gotten enough sleep. The lack of personal energy weighed heavily on me as I tried to stay focused during lectures. Despite my efforts, I found myself dozing off, unable to concentrate. It felt like a never-ending battle to stay awake and engaged. Hopefully, tomorrow I can recharge and have enough energy to power through the day.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was another exhausting day at DLSU. I woke up feeling drained, with not enough personal energy to kick-start my day. Dragging myself to class, I struggled to concentrate during lectures, my mind constantly wandering. Even the thought of completing assignments felt overwhelming. Despite the fatigue, I pushed through, reminding myself that it's just a temporary hurdle. These daily hassles may drain me, but I won't let them define my journey.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a struggle. Waking up early, attending classes, and keeping up with assignments left me drained. Not enough personal energy to handle everything. I felt like a walking zombie, desperately needing a caffeine boost. Despite my exhaustion, I pushed through the day, reminding myself that this temporary lack of energy was just a hurdle. I knew that I had to recharge and take care of myself to keep going.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a typical day at DLSU, but I found myself struggling with not having enough personal energy. Dragging myself out of bed, I felt drained before the day even began. Throughout the day, I struggled to concentrate in class and found it difficult to engage in conversations with my peers. As the day wore on, I yearned for a moment of solitude to recharge. Despite my lack of energy, I pushed through and managed to complete my tasks, but I couldn't wait to collapse into bed at the end of the day.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a struggle, as I woke up with not enough personal energy to tackle the day ahead. Dragging myself out of bed, I tried to muster the motivation to attend classes. However, my lack of energy made it difficult to concentrate and participate actively. Despite feeling drained, I pushed through the day, relying on caffeine to keep me going. It was a constant battle to stay focused, but I refused to let my fatigue hinder my progress. With determination, I managed to make it through the day, promising myself some much-needed rest and relaxation tonight.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a tough day at DLSU. I woke up feeling drained, lacking personal energy to tackle the day ahead. Dragging myself to class felt like a never-ending battle against exhaustion. Even the simplest tasks felt like mountains to climb. But I pressed on, determined to conquer the day. With each passing hour, I fought to regain my energy, finding solace in the support of friends and the promise of a good night's sleep. Despite the struggle, I managed to survive the day, reminding myself that tomorrow is another chance to recharge and start anew.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a struggle. Waking up with not enough personal energy, I dragged myself through the day. My mind felt foggy, and my body felt heavy. Every task seemed like climbing a mountain. Even a cup of coffee failed to revitalize me. As the day wore on, I yearned for a surge of energy to conquer my responsibilities. But alas, I trudged forward, hoping tomorrow would bring a renewed spirit and a brighter day.",0,0,0,0,0,0,0,0,0,1,0,0,0
"Today was a tough day at DLSU. I woke up feeling completely drained, not enough personal energy to get me through the day. Dragging myself to class felt like climbing a mountain. My yawns were louder than the professor's voice, and I struggled to stay engaged. Even coffee failed to revive me. It was a constant battle against drowsiness. Hopefully, a good night's sleep will replenish my energy for tomorrow's challenges.",0,0,0,0,0,0,0,0,0,1,0,0,0
